31.jpg	0.000000	0.017342	0.124068	0.160221	0.917990	1.000000	0.948463	0.958836	
32.jpg	0.000000	0.011901	0.108923	0.153210	1.000000	0.860907	0.886242	0.918873	
33.jpg	0.000000	0.126620	0.142570	0.470101	0.646219	0.792502	0.793232	1.000000	
34.jpg	0.000000	0.043975	0.211267	0.223452	0.781700	0.970951	0.930251	1.000000	
35.jpg	0.000000	0.023625	0.270459	0.227457	0.741630	0.716687	1.000000	0.789385	
36.jpg	0.000000	0.024585	0.234806	0.237337	0.717617	0.756628	0.905998	1.000000	
37.jpg	0.000000	0.015474	0.226286	0.315190	0.858730	0.876445	0.971200	1.000000	
38.jpg	0.110201	0.000000	0.232482	0.217786	0.951865	0.919020	1.000000	0.980812	
39.jpg	0.051741	0.000000	0.198287	0.215125	0.939503	0.971651	0.947712	1.000000	
40.jpg	0.000000	0.042763	0.168967	0.177615	0.776751	0.830975	0.913285	1.000000	
41.jpg	0.000000	0.052558	0.301690	0.322965	0.719946	0.839400	1.000000	0.907861	
42.jpg	0.000000	0.178898	0.244732	0.394558	0.621174	0.822509	0.661704	1.000000	
43.jpg	0.012418	0.000000	0.305331	0.340711	0.614589	0.536711	0.780602	1.000000	
44.jpg	0.001479	0.000000	0.173424	0.239971	0.553231	0.622207	0.743144	1.000000	
45.jpg	0.032504	0.000000	0.220048	0.145099	0.895053	0.756645	1.000000	0.741610	
46.jpg	0.000000	0.114168	0.212318	0.274145	0.677946	0.892715	0.952415	1.000000	
47.jpg	0.002872	0.000000	0.105078	0.225365	0.431765	0.604566	0.582542	1.000000	
48.jpg	0.085699	0.000000	0.193907	0.153080	1.000000	0.882026	0.981034	0.949864	
49.jpg	0.000000	0.318776	0.413320	0.475395	0.554993	0.908406	0.988400	1.000000	
50.jpg	0.000000	0.040795	0.165151	0.215702	0.816289	0.749716	0.883944	1.000000	
51.jpg	0.000000	0.196579	0.113884	0.377769	0.651298	0.767217	0.698398	1.000000	
52.jpg	0.000000	0.022553	0.176977	0.320336	0.861039	0.999116	0.859766	1.000000	
53.jpg	0.000000	0.036104	0.284540	0.271880	0.712110	0.715121	1.000000	0.899361	
54.jpg	0.033792	0.000000	0.123336	0.182006	0.719380	0.882844	1.000000	0.926341	
55.jpg	0.004909	0.000000	0.101591	0.165648	0.967229	0.921536	0.915713	1.000000	
56.jpg	0.000000	0.011719	0.114042	0.157439	0.946476	1.000000	0.953925	0.986042	
57.jpg	0.036989	0.000000	0.472730	0.444863	0.389181	0.347957	1.000000	0.825177	
58.jpg	0.000000	0.195362	0.242030	0.542729	0.257627	0.606617	0.636031	1.000000	
59.jpg	0.000000	0.145564	0.297139	0.526414	0.418902	0.583782	0.817899	1.000000	
60.jpg	0.000000	0.052218	0.389917	0.550852	0.429456	0.551505	0.891573	1.000000	
61.jpg	0.098394	0.000000	0.358100	0.384479	0.566602	0.392539	1.000000	0.877177	
62.jpg	0.000000	0.024336	0.263197	0.170462	0.908319	0.874602	1.000000	0.938431	
63.jpg	0.011188	0.000000	0.148528	0.189150	1.000000	0.801737	0.971179	0.928152	
64.jpg	0.000000	0.099506	0.385853	0.359248	0.673329	0.634068	0.921357	1.000000	
65.jpg	0.117317	0.000000	0.364820	0.367995	0.827557	0.676674	1.000000	0.982747	
66.jpg	0.000000	0.113733	0.116529	0.238303	0.381837	0.865424	0.605594	1.000000	
67.jpg	0.000000	0.026937	0.163805	0.292202	0.479930	0.604843	0.852650	1.000000	
68.jpg	0.000000	0.054514	0.189671	0.193445	0.974370	0.926749	0.865043	1.000000	
69.jpg	0.019220	0.000000	0.330105	0.185636	0.557798	0.662660	1.000000	0.766338	
70.jpg	0.000000	0.039952	0.105667	0.193359	0.716709	1.000000	0.676684	0.992741	
71.jpg	0.000000	0.023460	0.104253	0.132841	1.000000	0.813355	0.905214	0.912198	
72.jpg	0.000000	0.119001	0.167389	0.329029	0.635840	0.598829	1.000000	0.816422	
73.jpg	0.000000	0.257159	0.082744	0.571199	0.508644	0.656658	0.572852	1.000000	
74.jpg	0.184671	0.000000	0.280147	0.067083	0.937426	0.809230	1.000000	0.810062	
75.jpg	0.000000	0.007235	0.095599	0.234790	0.915645	1.000000	0.854144	0.965026	
76.jpg	0.075378	0.000000	0.422871	0.485009	0.501356	0.273037	0.859713	1.000000	
77.jpg	0.000000	0.037268	0.252029	0.307395	0.820979	0.953343	0.979622	1.000000	
78.jpg	0.000000	0.019642	0.206260	0.195090	0.870952	0.875104	1.000000	0.981718	
79.jpg	0.040745	0.000000	0.243290	0.365778	0.741535	0.633601	0.907083	1.000000	
80.jpg	0.000000	0.033487	0.157214	0.143870	0.755642	0.648840	1.000000	0.734986	
1.jpg	0.167183	0.000000	0.425897	0.263962	0.818671	0.787844	1.000000	0.931646	
